Date,Open,High,Low,Close
04/01/2016,2056.62,2075.07,2043.98,2072.78
03/31/2016,2063.77,2067.92,2057.46,2059.74
03/30/2016,2058.27,2072.21,2058.27,2063.95
03/29/2016,2035.75,2055.91,2028.31,2055.01
03/28/2016,2037.89,2042.67,2031.96,2037.05
03/24/2016,2032.48,2036.04,2022.49,2035.94
03/23/2016,2048.55,2048.55,2034.86,2036.71
03/22/2016,2048.64,2056.6,2040.57,2049.8
03/21/2016,2047.88,2053.91,2043.14,2051.6
03/18/2016,2041.16,2052.36,2041.16,2049.58
03/17/2016,2026.9,2046.24,2022.16,2040.59
03/16/2016,2014.24,2032.02,2010.04,2027.22
03/15/2016,2015.27,2015.94,2005.23,2015.93
03/14/2016,2019.27,2024.57,2012.05,2019.64
03/11/2016,1994.71,2022.37,1994.71,2022.19
03/10/2016,1990.97,2005.08,1969.25,1989.57
03/09/2016,1981.44,1992.69,1979.84,1989.26
03/08/2016,1996.88,1996.88,1977.43,1979.26
03/07/2016,1996.11,2006.12,1989.38,2001.76
03/04/2016,1994.01,2009.13,1986.77,1999.99
03/03/2016,1985.6,1993.69,1977.37,1993.4
03/02/2016,1976.6,1986.51,1968.8,1986.45
03/01/2016,1937.09,1978.35,1937.09,1978.35
02/29/2016,1947.13,1958.27,1931.81,1932.23
02/26/2016,1954.95,1962.96,1945.78,1948.05
02/25/2016,1931.87,1951.83,1925.41,1951.7
02/24/2016,1917.56,1932.08,1891,1929.8
02/23/2016,1942.38,1942.38,1919.44,1921.27
02/22/2016,1924.44,1946.7,1924.44,1945.5
02/19/2016,1916.74,1918.78,1902.17,1917.78
02/18/2016,1927.57,1930,1915.09,1917.83
02/17/2016,1898.8,1930.68,1898.8,1926.82
02/16/2016,1871.44,1895.77,1871.44,1895.58
02/12/2016,1833.4,1864.78,1833.4,1864.78
02/11/2016,1847,1847,1810.1,1829.08
02/10/2016,1857.1,1881.6,1850.32,1851.86
02/09/2016,1848.46,1868.25,1834.94,1852.21
02/08/2016,1873.25,1873.25,1828.46,1853.44
02/05/2016,1913.07,1913.07,1872.65,1880.05
02/04/2016,1911.67,1927.35,1900.52,1915.45
02/03/2016,1907.07,1918.01,1872.23,1912.53
02/02/2016,1935.26,1935.26,1897.29,1903.03
02/01/2016,1936.94,1947.2,1920.3,1939.38
01/29/2016,1894,1940.24,1894,1940.24
01/28/2016,1885.22,1902.96,1873.65,1893.36
01/27/2016,1902.52,1916.99,1872.7,1882.95
01/26/2016,1878.79,1906.73,1878.79,1903.63
01/25/2016,1906.28,1906.28,1875.97,1877.08
01/22/2016,1877.4,1908.85,1877.4,1906.9
01/21/2016,1861.46,1889.85,1848.98,1868.99
01/20/2016,1876.18,1876.18,1812.29,1859.33
01/19/2016,1888.66,1901.44,1864.6,1881.33
01/15/2016,1916.68,1916.68,1857.83,1880.33
01/14/2016,1891.68,1934.47,1878.93,1921.84
01/13/2016,1940.34,1950.33,1886.41,1890.28
01/12/2016,1927.83,1947.38,1914.35,1938.68
01/11/2016,1926.12,1935.65,1901.1,1923.67
01/08/2016,1945.97,1960.4,1918.46,1922.03
01/07/2016,1985.32,1985.32,1938.83,1943.09
01/06/2016,2011.71,2011.71,1979.05,1990.26
01/05/2016,2013.78,2021.94,2004.17,2016.71
01/04/2016,2038.2,2038.2,1989.68,2012.66
12/31/2015,2060.59,2062.54,2043.62,2043.94
12/30/2015,2077.34,2077.34,2061.97,2063.36
12/29/2015,2060.54,2081.56,2060.54,2078.36
12/28/2015,2057.77,2057.77,2044.2,2056.5
12/24/2015,2063.52,2067.36,2058.73,2060.99
12/23/2015,2042.2,2064.73,2042.2,2064.29
12/22/2015,2023.15,2042.74,2020.49,2038.97
12/21/2015,2010.27,2022.9,2005.93,2021.15
12/18/2015,2040.81,2040.81,2005.33,2005.55
12/17/2015,2073.76,2076.37,2041.66,2041.89
12/16/2015,2046.5,2076.72,2042.43,2073.07
12/15/2015,2025.55,2053.87,2025.55,2043.41
12/14/2015,2013.37,2022.92,1993.26,2021.94
12/11/2015,2047.27,2047.27,2008.8,2012.37
12/10/2015,2047.93,2067.65,2045.67,2052.23
12/09/2015,2061.17,2080.33,2036.53,2047.62
12/08/2015,2073.39,2073.85,2052.32,2063.59
12/07/2015,2090.42,2090.42,2066.78,2077.07
12/04/2015,2051.24,2093.84,2051.24,2091.69
12/03/2015,2080.71,2085,2042.35,2049.62
12/02/2015,2101.71,2104.27,2077.11,2079.51
12/01/2015,2082.93,2103.37,2082.93,2102.63
11/30/2015,2090.95,2093.81,2080.41,2080.41
11/27/2015,2088.82,2093.29,2084.13,2090.11
11/25/2015,2089.3,2093,2086.3,2088.87
11/24/2015,2084.42,2094.12,2070.29,2089.14
11/23/2015,2089.41,2095.61,2081.39,2086.59
11/20/2015,2082.82,2097.06,2082.82,2089.17
11/19/2015,2083.7,2086.74,2078.76,2081.24
11/18/2015,2051.99,2085.31,2051.99,2083.58
11/17/2015,2053.67,2066.69,2045.9,2050.44
11/16/2015,2022.08,2053.22,2019.39,2053.19
11/13/2015,2044.64,2044.64,2022.02,2023.04
11/12/2015,2072.29,2072.29,2045.66,2045.97
11/11/2015,2083.41,2086.94,2074.85,2075
11/10/2015,2077.19,2083.67,2069.91,2081.72
11/09/2015,2096.56,2096.56,2068.24,2078.58
11/06/2015,2098.6,2101.91,2083.74,2099.2
11/05/2015,2101.68,2108.78,2090.41,2099.93
11/04/2015,2110.6,2114.59,2096.98,2102.31
11/03/2015,2102.63,2116.48,2097.51,2109.79
11/02/2015,2080.76,2106.2,2080.76,2104.05
10/30/2015,2090,2094.32,2079.34,2079.36
10/29/2015,2088.35,2092.52,2082.63,2089.41
10/28/2015,2066.48,2090.35,2063.11,2090.35
10/27/2015,2068.75,2070.37,2058.84,2065.89
10/26/2015,2075.08,2075.14,2066.53,2071.18
10/23/2015,2058.19,2079.74,2058.19,2075.15
10/22/2015,2021.88,2055.2,2021.88,2052.51
10/21/2015,2033.47,2037.97,2017.22,2018.94
10/20/2015,2033.13,2039.12,2026.61,2030.77
10/19/2015,2031.73,2034.45,2022.31,2033.66
10/16/2015,2024.37,2033.54,2020.46,2033.11
10/15/2015,1996.47,2024.15,1996.47,2023.86
10/14/2015,2003.66,2009.56,1990.73,1994.24
10/13/2015,2015,2022.34,2001.78,2003.69
10/12/2015,2015.65,2018.66,2010.55,2017.46
10/09/2015,2013.73,2020.13,2007.61,2014.89
10/08/2015,1994.01,2016.5,1987.53,2013.43
10/07/2015,1982.34,1999.31,1976.44,1995.83
10/06/2015,1986.63,1991.62,1971.99,1979.92
10/05/2015,1954.33,1989.17,1954.33,1987.05
10/02/2015,1921.77,1951.36,1893.7,1951.36
10/01/2015,1919.65,1927.21,1900.7,1923.82
09/30/2015,1887.14,1920.53,1887.14,1920.03
09/29/2015,1881.9,1899.48,1871.91,1884.09
09/28/2015,1929.18,1929.18,1879.21,1881.77
09/25/2015,1935.93,1952.89,1921.5,1931.34
09/24/2015,1934.81,1937.17,1908.92,1932.24
09/23/2015,1943.24,1949.52,1932.57,1938.76
09/22/2015,1961.39,1961.39,1929.22,1942.74
09/21/2015,1960.84,1979.64,1955.8,1966.97
09/18/2015,1989.66,1989.66,1953.45,1958.03
09/17/2015,1995.33,2020.86,1986.73,1990.2
09/16/2015,1978.02,1997.26,1977.93,1995.31
09/15/2015,1955.1,1983.19,1954.3,1978.09
09/14/2015,1963.06,1963.06,1948.27,1953.03
09/11/2015,1951.45,1961.05,1939.19,1961.05
09/10/2015,1941.59,1965.29,1937.19,1952.29
09/09/2015,1971.45,1988.63,1937.88,1942.04
09/08/2015,1927.3,1970.42,1927.3,1969.41
09/04/2015,1947.76,1947.76,1911.21,1921.22
09/03/2015,1950.79,1975.01,1944.72,1951.13
09/02/2015,1916.52,1948.91,1916.52,1948.86
09/01/2015,1970.09,1970.09,1903.07,1913.85
08/31/2015,1986.73,1986.73,1965.98,1972.18
08/28/2015,1986.06,1993.48,1975.19,1988.87
08/27/2015,1942.77,1989.6,1942.77,1987.66
08/26/2015,1872.75,1943.09,1872.75,1940.51
08/25/2015,1898.08,1948.04,1867.08,1867.61
08/24/2015,1965.15,1965.15,1867.01,1893.21
08/21/2015,2034.08,2034.08,1970.89,1970.89
08/20/2015,2076.61,2076.61,2035.73,2035.73
08/19/2015,2095.69,2096.17,2070.53,2079.61
08/18/2015,2101.99,2103.47,2094.14,2096.92
08/17/2015,2089.7,2102.87,2079.3,2102.44
08/14/2015,2083.15,2092.45,2080.61,2091.54
08/13/2015,2086.19,2092.93,2078.26,2083.39
08/12/2015,2081.1,2089.06,2052.09,2086.05
08/11/2015,2102.66,2102.66,2076.49,2084.07
08/10/2015,2080.98,2105.35,2080.98,2104.18
08/07/2015,2082.61,2082.61,2067.91,2077.57
08/06/2015,2100.75,2103.32,2075.53,2083.56
08/05/2015,2095.27,2112.66,2095.27,2099.84
08/04/2015,2097.68,2102.51,2088.6,2093.32
08/03/2015,2104.49,2105.7,2087.31,2098.04
07/31/2015,2111.6,2114.24,2102.07,2103.84
07/30/2015,2106.78,2110.48,2094.97,2108.63
07/29/2015,2094.7,2110.6,2094.08,2108.57
07/28/2015,2070.75,2095.6,2069.09,2093.25
07/27/2015,2078.19,2078.19,2063.52,2067.64
07/24/2015,2102.24,2106.01,2077.09,2079.65
07/23/2015,2114.16,2116.87,2098.63,2102.15
07/22/2015,2118.21,2118.51,2110,2114.15
07/21/2015,2127.55,2128.49,2115.4,2119.21
07/20/2015,2126.85,2132.82,2123.65,2128.28
07/17/2015,2126.8,2128.91,2119.88,2126.64
07/16/2015,2110.55,2124.42,2110.55,2124.29
07/15/2015,2109.01,2114.14,2102.49,2107.4
07/14/2015,2099.72,2111.98,2098.18,2108.95
07/13/2015,2080.03,2100.67,2080.03,2099.6
07/10/2015,2052.74,2081.31,2052.74,2076.62
07/09/2015,2049.73,2074.28,2049.73,2051.31
07/08/2015,2077.66,2077.66,2044.66,2046.68
07/07/2015,2069.52,2083.74,2044.02,2081.34
07/06/2015,2073.95,2078.61,2058.4,2068.76
07/02/2015,2078.03,2085.06,2071.02,2076.78
07/01/2015,2067,2082.78,2067,2077.42
06/30/2015,2061.19,2074.28,2056.32,2063.11
06/29/2015,2098.63,2098.63,2056.64,2057.64
06/26/2015,2102.62,2108.92,2095.38,2101.49
06/25/2015,2109.96,2116.04,2101.78,2102.31
06/24/2015,2123.65,2125.1,2108.58,2108.58
06/23/2015,2123.16,2128.03,2119.89,2124.2
06/22/2015,2112.5,2129.87,2112.5,2122.85
06/19/2015,2121.06,2121.64,2109.45,2109.99
06/18/2015,2101.58,2126.65,2101.58,2121.24
06/17/2015,2097.4,2106.79,2088.86,2100.44
06/16/2015,2084.26,2097.4,2082.1,2096.29
06/15/2015,2091.34,2091.34,2072.49,2084.43
06/12/2015,2107.43,2107.43,2091.33,2094.11
06/11/2015,2106.24,2115.02,2106.24,2108.86
06/10/2015,2081.12,2108.5,2081.12,2105.2
06/09/2015,2079.07,2085.62,2072.14,2080.15
06/08/2015,2092.34,2093.01,2079.11,2079.28
06/05/2015,2095.09,2100.99,2085.67,2092.83
06/04/2015,2112.35,2112.89,2093.23,2095.84
06/03/2015,2110.64,2121.92,2109.61,2114.07
06/02/2015,2110.41,2117.59,2099.14,2109.6
06/01/2015,2108.64,2119.15,2102.54,2111.73
06/01/2015,2108.64,2119.15,2102.54,2111.73
05/29/2015,2120.66,2120.66,2104.89,2107.39
05/28/2015,2122.27,2122.27,2112.86,2120.79
05/27/2015,2105.13,2126.22,2105.13,2123.48
05/26/2015,2125.34,2125.34,2099.18,2104.2
05/22/2015,2130.36,2132.15,2126.06,2126.06
05/21/2015,2125.55,2134.28,2122.95,2130.82
05/20/2015,2127.79,2134.72,2122.59,2125.85
05/19/2015,2129.45,2133.02,2124.5,2127.83
05/18/2015,2121.3,2131.78,2120.01,2129.2
05/15/2015,2122.07,2123.89,2116.79,2122.73
05/14/2015,2100.43,2121.45,2100.43,2121.1
05/13/2015,2099.62,2110.19,2096.04,2098.48
05/12/2015,2102.87,2105.06,2085.57,2099.12
05/11/2015,2115.56,2117.69,2104.58,2105.33
05/08/2015,2092.13,2117.66,2092.13,2116.1
05/07/2015,2079.96,2092.9,2074.99,2088
05/06/2015,2091.26,2098.42,2067.93,2080.15
05/05/2015,2112.63,2115.24,2088.46,2089.46
05/04/2015,2110.23,2120.95,2110.23,2114.49
05/01/2015,2087.38,2108.41,2087.38,2108.29
04/30/2015,2105.52,2105.52,2077.59,2085.51
04/29/2015,2112.49,2113.65,2097.41,2106.85
04/28/2015,2108.35,2116.09,2094.89,2114.76
04/27/2015,2119.29,2125.92,2107.04,2108.92
04/24/2015,2112.8,2120.92,2112.8,2117.69
04/23/2015,2107.21,2120.49,2103.19,2112.93
04/22/2015,2098.27,2109.98,2091.05,2107.96
04/21/2015,2102.82,2109.64,2094.38,2097.29
04/20/2015,2084.11,2103.94,2084.11,2100.4
04/17/2015,2102.58,2102.58,2072.37,2081.18
04/16/2015,2105.96,2111.3,2100.02,2104.99
04/15/2015,2097.82,2111.91,2097.82,2106.63
04/14/2015,2092.28,2098.62,2083.24,2095.84
04/13/2015,2102.03,2107.65,2092.33,2092.43
04/10/2015,2091.51,2102.61,2091.51,2102.06
04/09/2015,2081.29,2093.31,2074.29,2091.18
04/08/2015,2076.94,2086.69,2073.3,2081.9
04/07/2015,2080.79,2089.81,2076.1,2076.33
04/06/2015,2064.87,2086.99,2056.52,2080.62
04/02/2015,2060.03,2072.17,2057.32,2066.96
04/01/2015,2067.63,2067.63,2048.38,2059.69
03/31/2015,2084.05,2084.05,2067.04,2067.89
03/30/2015,2064.11,2088.97,2064.11,2086.24
03/27/2015,2055.78,2062.83,2052.96,2061.02
03/26/2015,2059.94,2067.15,2045.5,2056.15
03/25/2015,2093.1,2097.43,2061.05,2061.05
03/24/2015,2103.94,2107.63,2091.5,2091.5
03/23/2015,2107.99,2114.86,2104.42,2104.42
03/20/2015,2090.32,2113.92,2090.32,2108.1
03/19/2015,2098.69,2098.69,2085.56,2089.27
03/18/2015,2072.84,2106.85,2061.23,2099.5
03/17/2015,2080.59,2080.59,2065.08,2074.28
03/16/2015,2055.35,2081.41,2055.35,2081.19
03/13/2015,2064.56,2064.56,2041.17,2053.4
03/12/2015,2041.1,2066.41,2041.1,2065.95
03/11/2015,2044.69,2050.08,2039.69,2040.24
03/10/2015,2076.14,2076.14,2044.16,2044.16
03/09/2015,2072.25,2083.49,2072.21,2079.43
03/06/2015,2100.91,2100.91,2067.27,2071.26
03/05/2015,2098.54,2104.25,2095.22,2101.04
03/04/2015,2107.72,2107.72,2087.62,2098.53
03/03/2015,2115.76,2115.76,2098.26,2107.78
03/02/2015,2105.23,2117.52,2104.5,2117.39
02/27/2015,2110.88,2112.74,2103.75,2104.5
02/26/2015,2113.91,2113.91,2103.76,2110.74
02/25/2015,2115.3,2119.59,2109.89,2113.86
02/24/2015,2109.1,2117.94,2105.87,2115.48
02/23/2015,2109.83,2110.05,2103,2109.66
02/20/2015,2097.65,2110.61,2085.44,2110.3
02/19/2015,2099.25,2102.13,2090.79,2097.45
02/18/2015,2099.16,2100.23,2092.15,2099.68
02/17/2015,2096.47,2101.3,2089.8,2100.34
02/13/2015,2088.78,2097.03,2086.7,2096.99
02/12/2015,2069.98,2088.53,2069.98,2088.48
02/11/2015,2068.55,2073.48,2057.99,2068.53
02/10/2015,2049.38,2070.86,2048.62,2068.59
02/09/2015,2053.47,2056.16,2041.88,2046.74
02/06/2015,2062.28,2072.4,2049.97,2055.47
02/05/2015,2043.45,2063.55,2043.45,2062.52
02/04/2015,2048.86,2054.74,2036.72,2041.51
02/03/2015,2022.71,2050.3,2022.71,2050.03
02/02/2015,1996.67,2021.66,1980.9,2020.85
01/30/2015,2019.35,2023.32,1993.38,1994.99
01/29/2015,2002.45,2024.64,1989.18,2021.25
01/28/2015,2032.34,2042.49,2001.49,2002.16
01/27/2015,2047.86,2047.86,2019.91,2029.55
01/26/2015,2050.42,2057.62,2040.97,2057.09
01/23/2015,2062.98,2062.98,2050.54,2051.82
01/22/2015,2034.3,2064.62,2026.38,2063.15
01/21/2015,2020.19,2038.29,2012.04,2032.12
01/20/2015,2020.76,2028.94,2004.49,2022.55
01/16/2015,1992.25,2020.46,1988.12,2019.42
01/15/2015,2013.75,2021.35,1991.47,1992.67
01/14/2015,2018.4,2018.4,1988.44,2011.27
01/13/2015,2031.58,2056.93,2008.25,2023.03
01/12/2015,2046.13,2049.3,2022.58,2028.26
01/09/2015,2063.45,2064.43,2038.33,2044.81
01/08/2015,2030.61,2064.08,2030.61,2062.14
01/07/2015,2005.55,2029.61,2005.55,2025.9
01/06/2015,2022.15,2030.25,1992.44,2002.61
01/05/2015,2054.44,2054.44,2017.34,2020.58
01/02/2015,2058.9,2072.36,2046.04,2058.2
12/31/2014,2082.11,2085.58,2057.94,2058.9
12/30/2014,2088.49,2088.49,2079.53,2080.35
12/29/2014,2087.63,2093.55,2085.75,2090.57
12/26/2014,2084.3,2092.7,2084.3,2088.77
12/24/2014,2083.25,2087.56,2081.86,2081.88
12/23/2014,2081.48,2086.73,2079.77,2082.17
12/22/2014,2069.28,2078.76,2069.28,2078.54
12/19/2014,2061.04,2077.85,2061.03,2070.65
12/18/2014,2018.98,2061.23,2018.98,2061.23
12/17/2014,1973.77,2016.75,1973.77,2012.89
12/16/2014,1986.71,2016.89,1972.56,1972.74
12/15/2014,2005.03,2018.69,1982.26,1989.63
12/12/2014,2030.36,2032.25,2002.33,2002.33
12/11/2014,2027.92,2055.53,2027.92,2035.33
12/10/2014,2058.86,2058.86,2024.26,2026.14
12/09/2014,2056.55,2060.6,2034.17,2059.82
12/08/2014,2074.84,2075.78,2054.27,2060.31
12/05/2014,2072.78,2079.47,2070.81,2075.37
12/04/2014,2073.64,2077.34,2062.34,2071.92
12/03/2014,2067.45,2076.28,2066.65,2074.33
12/02/2014,2053.77,2068.77,2053.77,2066.55
12/01/2014,2065.78,2065.78,2049.57,2053.44
11/28/2014,2074.78,2075.76,2065.06,2067.56
11/26/2014,2067.36,2073.29,2066.62,2072.83
11/25/2014,2070.15,2074.21,2064.75,2067.03
11/24/2014,2065.07,2070.17,2065.07,2069.41
11/21/2014,2057.46,2071.46,2056.75,2063.5
11/20/2014,2045.87,2053.84,2040.49,2052.75
11/19/2014,2051.16,2052.14,2040.37,2048.72
11/18/2014,2041.48,2056.08,2041.48,2051.8
11/17/2014,2038.29,2043.07,2034.46,2041.32
11/14/2014,2039.74,2042.22,2035.2,2039.82
11/13/2014,2039.21,2046.18,2030.44,2039.33
11/12/2014,2037.75,2040.33,2031.95,2038.25
11/11/2014,2038.2,2041.28,2035.28,2039.68
11/10/2014,2032.01,2038.7,2030.17,2038.26
11/07/2014,2032.36,2034.26,2025.07,2031.92
11/06/2014,2023.33,2031.61,2015.86,2031.21
11/05/2014,2015.29,2023.77,2014.42,2023.57
11/04/2014,2015.81,2015.98,2001.01,2012.1
11/03/2014,2018.21,2024.46,2013.68,2017.81
10/31/2014,2001.2,2018.19,2001.2,2018.05
10/30/2014,1979.49,1999.4,1974.75,1994.65
10/29/2014,1983.29,1991.4,1969.04,1982.3
10/28/2014,1964.14,1985.05,1964.14,1985.05
10/27/2014,1962.97,1964.64,1951.37,1961.63
10/24/2014,1951.59,1965.27,1946.27,1964.58
10/23/2014,1931.02,1961.95,1931.02,1950.82
10/22/2014,1941.29,1949.31,1926.83,1927.11
10/21/2014,1909.38,1942.45,1909.38,1941.28
10/20/2014,1885.62,1905.03,1882.3,1904.01
10/17/2014,1864.91,1898.16,1864.91,1886.76
10/16/2014,1855.95,1876.01,1835.02,1862.76
10/15/2014,1874.18,1874.18,1820.66,1862.49
10/14/2014,1877.11,1898.71,1871.79,1877.7
10/13/2014,1905.65,1912.09,1874.14,1874.74
10/10/2014,1925.63,1936.98,1906.05,1906.13
10/09/2014,1967.68,1967.68,1927.56,1928.21
10/08/2014,1935.55,1970.36,1925.25,1968.89
10/07/2014,1962.36,1962.36,1934.87,1935.1
10/06/2014,1970.01,1977.84,1958.43,1964.82
10/03/2014,1948.12,1971.19,1948.12,1967.9
10/02/2014,1945.83,1952.32,1926.03,1946.17
10/01/2014,1971.44,1971.44,1941.72,1946.16
09/30/2014,1978.21,1985.17,1968.96,1972.29
09/29/2014,1978.96,1981.28,1964.04,1977.8
09/26/2014,1966.22,1986.37,1966.22,1982.85
09/25/2014,1997.32,1997.32,1965.99,1965.99
09/24/2014,1983.34,1999.79,1978.63,1998.3
09/23/2014,1992.78,1995.41,1982.77,1982.77
09/22/2014,2009.08,2009.08,1991.01,1994.29
09/19/2014,2012.74,2019.26,2006.59,2010.4
09/18/2014,2003.07,2012.34,2003.07,2011.36
09/17/2014,1999.3,2010.74,1993.29,2001.57
09/16/2014,1981.93,2002.28,1979.06,1998.98
09/15/2014,1986.04,1987.18,1978.48,1984.13
09/12/2014,1996.74,1996.74,1980.26,1985.54
09/11/2014,1992.85,1997.65,1985.93,1997.45
09/10/2014,1988.41,1996.66,1982.99,1995.69
09/09/2014,2000.73,2001.01,1984.61,1988.44
09/08/2014,2007.17,2007.17,1995.6,2001.54
09/05/2014,1998,2007.71,1990.1,2007.71
09/04/2014,2001.67,2011.17,1992.54,1997.65
09/03/2014,2003.57,2009.28,1998.14,2000.72
09/02/2014,2004.07,2006.12,1994.85,2002.28
08/29/2014,1998.45,2003.38,1994.65,2003.37
08/28/2014,1997.42,1998.55,1990.52,1996.74
08/27/2014,2000.54,2002.14,1996.2,2000.12
08/26/2014,1998.59,2005.04,1998.59,2000.02
08/25/2014,1991.74,2001.95,1991.74,1997.92
08/22/2014,1992.6,1993.54,1984.76,1988.4
08/21/2014,1986.82,1994.76,1986.82,1992.37
08/20/2014,1980.46,1988.57,1977.68,1986.51
08/19/2014,1972.73,1982.57,1972.73,1981.6
08/18/2014,1958.36,1971.99,1958.36,1971.74
08/15/2014,1958.87,1964.04,1941.5,1955.06
08/14/2014,1947.41,1955.23,1947.41,1955.18
08/13/2014,1935.6,1948.41,1935.6,1946.72
08/12/2014,1935.73,1939.65,1928.29,1933.75
08/11/2014,1933.43,1944.9,1933.43,1936.92
08/08/2014,1910.35,1932.38,1909.01,1931.59
08/07/2014,1923.03,1928.89,1904.78,1909.57
08/06/2014,1917.29,1927.91,1911.45,1920.24
08/05/2014,1936.34,1936.34,1913.77,1920.21
08/04/2014,1926.62,1942.92,1921.2,1938.99
08/01/2014,1929.8,1937.35,1916.37,1925.15
07/31/2014,1965.14,1965.14,1930.67,1930.67
07/30/2014,1973.21,1978.9,1962.42,1970.07
07/29/2014,1980.03,1984.85,1969.95,1969.95
07/28/2014,1978.25,1981.52,1967.31,1978.91
07/25/2014,1984.6,1984.6,1974.37,1978.34
07/24/2014,1988.07,1991.39,1985.79,1987.98
07/23/2014,1985.32,1989.23,1982.44,1987.01
07/22/2014,1975.65,1986.24,1975.65,1983.53
07/21/2014,1976.93,1976.93,1965.77,1973.63
07/18/2014,1961.54,1979.91,1960.82,1978.22
07/17/2014,1979.75,1981.8,1955.59,1958.12
07/16/2014,1976.35,1983.94,1975.67,1981.57
07/15/2014,1977.36,1982.52,1965.34,1973.28
07/14/2014,1969.86,1979.85,1969.86,1977.1
07/11/2014,1965.76,1968.67,1959.63,1967.57
07/10/2014,1966.67,1969.84,1952.86,1964.68
07/09/2014,1965.1,1974.15,1965.1,1972.83
07/08/2014,1976.39,1976.39,1959.46,1963.71
07/07/2014,1984.22,1984.22,1974.88,1977.65
07/03/2014,1975.88,1985.59,1975.88,1985.44
07/02/2014,1973.06,1976.67,1972.58,1974.62
07/01/2014,1962.29,1978.58,1962.29,1973.32
06/30/2014,1960.79,1964.24,1958.22,1960.23
06/27/2014,1956.56,1961.47,1952.18,1960.96
06/26/2014,1959.89,1959.89,1944.69,1957.22
06/25/2014,1949.27,1960.83,1947.49,1959.53
06/24/2014,1961.97,1968.17,1948.34,1949.98
06/23/2014,1962.92,1963.74,1958.89,1962.61
06/20/2014,1960.45,1963.91,1959.17,1962.87
06/19/2014,1957.5,1959.87,1952.26,1959.48
06/18/2014,1942.73,1957.74,1939.29,1956.98
06/17/2014,1937.15,1943.69,1933.55,1941.99
06/16/2014,1934.84,1941.15,1930.91,1937.78
06/13/2014,1930.8,1937.3,1927.69,1936.16
06/12/2014,1943.35,1943.35,1925.78,1930.11
06/11/2014,1949.37,1949.37,1940.08,1943.89
06/10/2014,1950.34,1950.86,1944.64,1950.79
06/09/2014,1948.97,1955.55,1947.16,1951.27
06/06/2014,1942.41,1949.44,1942.41,1949.44
06/05/2014,1928.52,1941.74,1922.93,1940.46
06/04/2014,1923.06,1928.63,1918.6,1927.88
06/03/2014,1923.07,1925.07,1918.79,1924.24
06/02/2014,1923.87,1925.88,1915.98,1924.97
05/30/2014,1920.33,1924.03,1916.64,1923.57
05/29/2014,1910.6,1920.03,1909.82,1920.03
05/28/2014,1911.77,1914.46,1907.3,1909.78
05/27/2014,1902.01,1912.28,1902.01,1911.91
05/23/2014,1893.32,1901.26,1893.32,1900.53
05/22/2014,1888.19,1896.33,1885.39,1892.49
05/21/2014,1873.34,1888.8,1873.34,1888.03
05/20/2014,1884.88,1884.88,1868.14,1872.83
05/19/2014,1876.66,1886,1872.42,1885.08
05/16/2014,1871.19,1878.28,1864.82,1877.86
05/15/2014,1888.16,1888.16,1862.36,1870.85
05/14/2014,1897.13,1897.13,1885.77,1888.53
05/13/2014,1896.75,1902.17,1896.06,1897.45
05/12/2014,1880.03,1897.13,1880.03,1896.65
05/09/2014,1875.27,1878.57,1867.02,1878.48
05/08/2014,1877.39,1889.07,1870.05,1875.63
05/07/2014,1868.53,1878.83,1859.79,1878.21
05/06/2014,1883.69,1883.69,1867.72,1867.72
05/05/2014,1879.45,1885.51,1866.77,1884.66
05/02/2014,1885.3,1891.33,1878.5,1881.14
05/01/2014,1884.39,1888.59,1878.04,1883.68
04/30/2014,1877.1,1885.2,1872.69,1883.95
04/29/2014,1870.78,1880.6,1870.78,1878.33
04/28/2014,1865,1877.01,1850.61,1869.43
04/25/2014,1877.72,1877.72,1859.7,1863.4
04/24/2014,1881.97,1884.06,1870.24,1878.61
04/23/2014,1879.32,1879.75,1873.91,1875.39
04/22/2014,1872.57,1884.89,1872.57,1879.55
04/21/2014,1865.79,1871.89,1863.18,1871.89
04/17/2014,1861.73,1869.63,1856.72,1864.85
04/16/2014,1846.01,1862.31,1846.01,1862.31
04/15/2014,1831.45,1844.02,1816.29,1842.98
04/14/2014,1818.18,1834.19,1815.8,1830.61
04/11/2014,1830.65,1835.07,1814.36,1815.69
04/10/2014,1872.28,1872.53,1830.87,1833.08
04/09/2014,1852.64,1872.43,1852.38,1872.18
04/08/2014,1845.48,1854.95,1837.49,1851.96
04/07/2014,1863.92,1864.04,1841.48,1845.04
04/04/2014,1890.25,1897.28,1863.26,1865.09
04/03/2014,1891.43,1893.8,1882.65,1888.77
04/02/2014,1886.61,1893.17,1883.79,1890.9
04/01/2014,1873.96,1885.84,1873.96,1885.52
03/31/2014,1859.16,1875.18,1859.16,1872.34
03/28/2014,1850.07,1866.63,1850.07,1857.62
03/27/2014,1852.11,1855.55,1842.11,1849.04
03/26/2014,1867.09,1875.92,1852.56,1852.56
03/25/2014,1859.48,1871.87,1855.96,1865.62
03/24/2014,1867.67,1873.34,1849.69,1857.44
03/21/2014,1874.53,1883.97,1863.46,1866.52
03/20/2014,1860.09,1873.49,1854.63,1872.01
03/19/2014,1872.25,1874.14,1850.35,1860.77
03/18/2014,1858.92,1873.76,1858.92,1872.25
03/17/2014,1842.81,1862.3,1842.81,1858.83
03/14/2014,1845.07,1852.44,1839.57,1841.13
03/13/2014,1869.06,1874.4,1841.86,1846.34
